,Date,Favourites,Retweets,Timezone,Compound,Positive,Neutral,Negative,Physical Health,Learning and Career,Mental Wellbeing,Finances,Relationships,Travel and Holidays,Five or more favourites
15831,Mon Jan 02 18:05:34 +0000 2017,0,0,,0.6571,0.189,0.811,0.0,0,0,0,0,0,0,0
15832,Mon Jan 02 18:05:32 +0000 2017,1,0,Eastern Time (US & Canada),0.4404,0.326,0.674,0.0,0,1,0,0,0,0,0
15833,Mon Jan 02 18:05:32 +0000 2017,1,0,Central Time (US & Canada),0.4754,0.256,0.744,0.0,0,0,0,0,0,0,0
15834,Mon Jan 02 18:05:29 +0000 2017,0,0,,0.0772,0.091,0.909,0.0,0,0,0,0,0,0,0
15835,Mon Jan 02 18:05:28 +0000 2017,1,0,Amsterdam,0.5367,0.188,0.812,0.0,0,1,0,1,0,0,0
15836,Mon Jan 02 18:05:23 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15837,Mon Jan 02 18:05:22 +0000 2017,3,1,Dublin,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
15838,Mon Jan 02 18:05:22 +0000 2017,0,0,,0.6705,0.282,0.718,0.0,0,0,0,0,0,0,0
15839,Mon Jan 02 18:05:22 +0000 2017,0,0,Amsterdam,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15840,Mon Jan 02 18:05:22 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15841,Mon Jan 02 18:05:21 +0000 2017,0,0,London,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15842,Mon Jan 02 18:05:21 +0000 2017,0,0,Berlin,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15843,Mon Jan 02 18:05:19 +0000 2017,0,1,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15844,Mon Jan 02 18:05:16 +0000 2017,1,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15845,Mon Jan 02 18:05:16 +0000 2017,0,0,,0.9151,0.516,0.484,0.0,0,0,0,0,0,0,0
15846,Mon Jan 02 18:05:16 +0000 2017,3,0,Dublin,0.5719,0.179,0.821,0.0,0,0,1,0,0,0,0
15847,Mon Jan 02 18:05:15 +0000 2017,1,0,,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
15848,Mon Jan 02 18:05:14 +0000 2017,0,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15849,Mon Jan 02 18:05:13 +0000 2017,0,1,Central Time (US & Canada),0.0772,0.085,0.915,0.0,0,0,0,0,0,0,0
15850,Mon Jan 02 18:05:11 +0000 2017,0,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15851,Mon Jan 02 18:05:11 +0000 2017,0,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15852,Mon Jan 02 18:05:10 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15853,Mon Jan 02 18:05:09 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15854,Mon Jan 02 18:05:09 +0000 2017,0,0,Quito,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15855,Mon Jan 02 18:05:08 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15856,Mon Jan 02 18:05:02 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15857,Mon Jan 02 18:05:00 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,1,0,0,0,0,0,0
15858,Mon Jan 02 18:05:00 +0000 2017,0,0,Eastern Time (US & Canada),0.6369,0.292,0.708,0.0,1,0,0,0,0,0,0
15859,Mon Jan 02 18:05:00 +0000 2017,1,0,,-0.0772,0.105,0.773,0.122,0,0,0,0,0,0,0
15860,Mon Jan 02 18:04:53 +0000 2017,17,1,Alaska,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
15861,Mon Jan 02 18:04:51 +0000 2017,6,0,,0.5267,0.236,0.764,0.0,1,0,0,0,0,0,1
15862,Mon Jan 02 18:04:51 +0000 2017,2,2,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15863,Mon Jan 02 18:04:46 +0000 2017,3,0,,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0
15864,Mon Jan 02 18:04:42 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15865,Mon Jan 02 18:04:38 +0000 2017,3,2,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,1,0
15866,Mon Jan 02 18:04:35 +0000 2017,7,0,,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1
15867,Mon Jan 02 18:04:34 +0000 2017,3,0,Central Time (US & Canada),0.5859,0.352,0.648,0.0,0,0,0,0,1,0,0
15868,Mon Jan 02 18:04:34 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15869,Mon Jan 02 18:04:32 +0000 2017,1,0,,0.4404,0.162,0.838,0.0,1,0,0,0,0,0,0
15870,Mon Jan 02 18:04:31 +0000 2017,3,0,Pacific Time (US & Canada),0.5574,0.175,0.764,0.061,1,0,0,0,0,0,0
15871,Mon Jan 02 18:04:29 +0000 2017,5,0,London,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
15872,Mon Jan 02 18:04:26 +0000 2017,0,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,1,0,0,0,0,0,0
15873,Mon Jan 02 18:04:26 +0000 2017,0,0,Quito,0.3612,0.116,0.884,0.0,0,1,1,0,0,0,0
15874,Mon Jan 02 18:04:21 +0000 2017,0,0,,0.4389,0.138,0.862,0.0,0,0,0,0,0,0,0
15875,Mon Jan 02 18:04:16 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15876,Mon Jan 02 18:04:14 +0000 2017,0,0,Atlantic Time (Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15877,Mon Jan 02 18:04:14 +0000 2017,1,0,Arizona,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15878,Mon Jan 02 18:04:12 +0000 2017,4,0,Eastern Time (US & Canada),-0.2263,0.089,0.79,0.12,0,0,0,0,0,0,0
15879,Mon Jan 02 18:04:11 +0000 2017,2,0,Pacific Time (US & Canada),-0.296,0.0,0.855,0.145,0,0,0,0,0,0,0
15880,Mon Jan 02 18:04:08 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15881,Mon Jan 02 18:04:07 +0000 2017,1,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,1,0,0,0,0,0,0
15882,Mon Jan 02 18:04:03 +0000 2017,1,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15883,Mon Jan 02 18:03:58 +0000 2017,2,0,,0.5826,0.201,0.799,0.0,0,0,0,0,0,0,0
15884,Mon Jan 02 18:03:58 +0000 2017,7,2,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
15885,Mon Jan 02 18:03:51 +0000 2017,23,3,Arizona,0.3976,0.229,0.771,0.0,0,0,0,0,0,0,1
15886,Mon Jan 02 18:03:49 +0000 2017,0,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15887,Mon Jan 02 18:03:48 +0000 2017,1,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,1,0,0,0,0,0,0
15888,Mon Jan 02 18:03:34 +0000 2017,2,11,,-0.5267,0.0,0.866,0.134,0,0,0,1,0,0,0
15889,Mon Jan 02 18:03:33 +0000 2017,4,0,Pacific Time (US & Canada),0.7067,0.378,0.622,0.0,1,0,1,0,0,0,0
15890,Mon Jan 02 18:03:32 +0000 2017,12,1,,0.7269,0.264,0.736,0.0,0,0,0,0,0,0,1
15891,Mon Jan 02 18:03:25 +0000 2017,0,0,,0.508,0.17,0.83,0.0,0,0,0,0,1,0,0
15892,Mon Jan 02 18:03:24 +0000 2017,1,0,Eastern Time (US & Canada),0.4019,0.258,0.596,0.146,0,0,0,0,1,0,0
15893,Mon Jan 02 18:03:21 +0000 2017,23,4,,0.8092,0.361,0.639,0.0,1,1,0,0,0,0,1
15894,Mon Jan 02 18:03:20 +0000 2017,0,0,Eastern Time (US & Canada),-0.4614,0.121,0.663,0.216,0,1,0,0,0,0,0
15895,Mon Jan 02 18:03:19 +0000 2017,1,0,Pacific Time (US & Canada),0.2579,0.097,0.903,0.0,0,1,0,0,0,0,0
15896,Mon Jan 02 18:03:09 +0000 2017,1,0,London,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15897,Mon Jan 02 18:03:07 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15898,Mon Jan 02 18:03:05 +0000 2017,0,0,,0.6124,0.385,0.615,0.0,1,0,0,0,0,0,0
15899,Mon Jan 02 18:03:04 +0000 2017,6,0,Central Time (US & Canada),0.3164,0.166,0.717,0.117,0,0,0,0,0,0,1
15900,Mon Jan 02 18:03:02 +0000 2017,0,0,,0.5106,0.136,0.864,0.0,1,0,1,0,0,0,0
15901,Mon Jan 02 18:02:54 +0000 2017,1,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15902,Mon Jan 02 18:02:52 +0000 2017,1,0,Amsterdam,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15903,Mon Jan 02 18:02:52 +0000 2017,1,0,Central Time (US & Canada),-0.6369,0.0,0.802,0.198,0,1,0,0,0,0,0
15904,Mon Jan 02 18:02:49 +0000 2017,18,2,Eastern Time (US & Canada),0.4404,0.195,0.805,0.0,0,0,0,0,0,0,1
15905,Mon Jan 02 18:02:46 +0000 2017,1,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15906,Mon Jan 02 18:02:44 +0000 2017,5,6,,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1
15907,Mon Jan 02 18:02:42 +0000 2017,0,0,London,-0.1027,0.0,0.915,0.085,1,0,0,0,0,0,0
15908,Mon Jan 02 18:02:41 +0000 2017,5,1,Arizona,0.431,0.137,0.863,0.0,0,0,0,0,0,0,1
15909,Mon Jan 02 18:02:40 +0000 2017,1,0,,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
15910,Mon Jan 02 18:02:40 +0000 2017,1,0,London,-0.2732,0.0,0.909,0.091,0,0,0,0,0,0,0
15911,Mon Jan 02 18:02:39 +0000 2017,0,1,Pacific Time (US & Canada),0.296,0.184,0.714,0.102,1,0,0,0,0,0,0
15912,Mon Jan 02 18:02:35 +0000 2017,0,0,Eastern Time (US & Canada),0.4404,0.139,0.861,0.0,0,0,0,0,0,0,0
15913,Mon Jan 02 18:02:32 +0000 2017,4,0,Pacific Time (US & Canada),-0.0258,0.174,0.645,0.181,0,1,0,0,0,0,0
15914,Mon Jan 02 18:02:28 +0000 2017,0,0,London,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15915,Mon Jan 02 18:02:25 +0000 2017,12,0,Central Time (US & Canada),0.0772,0.056,0.944,0.0,0,1,0,1,0,0,1
15916,Mon Jan 02 18:02:23 +0000 2017,1,0,Amsterdam,0.4404,0.266,0.734,0.0,0,0,0,0,0,0,0
15917,Mon Jan 02 18:02:21 +0000 2017,1,0,,0.0772,0.157,0.843,0.0,0,0,0,0,0,0,0
15918,Mon Jan 02 18:02:19 +0000 2017,0,0,Pacific Time (US & Canada),-0.296,0.0,0.804,0.196,0,0,0,1,0,0,0
15919,Mon Jan 02 18:02:12 +0000 2017,11,0,Quito,-0.4939,0.0,0.882,0.118,1,0,0,0,0,0,1
15920,Mon Jan 02 18:02:11 +0000 2017,2,2,,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0
15921,Mon Jan 02 18:02:10 +0000 2017,1,1,,0.886,0.432,0.568,0.0,0,0,0,0,0,0,0
15922,Mon Jan 02 18:02:03 +0000 2017,0,0,Mountain Time (US & Canada),0.296,0.144,0.763,0.093,0,0,0,0,0,0,0
15923,Mon Jan 02 18:02:02 +0000 2017,1,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15924,Mon Jan 02 18:02:02 +0000 2017,2,0,Eastern Time (US & Canada),0.5267,0.175,0.825,0.0,0,0,0,0,0,0,0
15925,Mon Jan 02 18:02:01 +0000 2017,0,0,London,0.4926,0.225,0.775,0.0,1,0,0,0,0,0,0
15926,Mon Jan 02 18:01:57 +0000 2017,1,0,Eastern Time (US & Canada),0.5826,0.152,0.848,0.0,0,0,0,0,0,0,0
15927,Mon Jan 02 18:01:53 +0000 2017,1,0,Arizona,0.7759,0.273,0.727,0.0,0,0,0,0,0,0,0
15928,Mon Jan 02 18:01:50 +0000 2017,0,0,,0.4215,0.219,0.781,0.0,0,0,0,0,0,0,0
15929,Mon Jan 02 18:01:48 +0000 2017,0,0,,-0.5106,0.0,0.809,0.191,1,0,0,0,0,0,0
15930,Mon Jan 02 18:01:46 +0000 2017,5,0,Pacific Time (US & Canada),-0.3818,0.169,0.636,0.195,0,0,0,0,0,0,1
15931,Mon Jan 02 18:01:45 +0000 2017,14,1,Central Time (US & Canada),0.2732,0.08,0.92,0.0,1,0,0,0,0,0,1
15932,Mon Jan 02 18:01:43 +0000 2017,1,1,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15933,Mon Jan 02 18:01:41 +0000 2017,0,0,Eastern Time (US & Canada),-0.5719,0.0,0.837,0.163,0,0,0,0,0,0,0
15934,Mon Jan 02 18:01:40 +0000 2017,15,0,Central Time (US & Canada),0.8832,0.351,0.649,0.0,0,0,0,1,0,0,1
15935,Mon Jan 02 18:01:39 +0000 2017,9,0,,0.4019,0.184,0.816,0.0,0,0,0,0,0,0,1
15936,Mon Jan 02 18:01:38 +0000 2017,0,0,Amsterdam,0.5719,0.15,0.85,0.0,1,0,1,0,1,0,0
15937,Mon Jan 02 18:01:37 +0000 2017,1,2,Eastern Time (US & Canada),0.4404,0.139,0.861,0.0,0,0,0,0,0,0,0
15938,Mon Jan 02 18:01:34 +0000 2017,0,0,,0.2732,0.264,0.56,0.176,0,0,0,0,0,0,0
15939,Mon Jan 02 18:01:31 +0000 2017,3,4,Pacific Time (US & Canada),0.8122,0.276,0.724,0.0,0,0,0,0,0,0,0
15940,Mon Jan 02 18:01:31 +0000 2017,0,0,London,0.8122,0.276,0.724,0.0,0,0,0,0,0,0,0
15941,Mon Jan 02 18:01:29 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15942,Mon Jan 02 18:01:27 +0000 2017,0,0,Hawaii,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15943,Mon Jan 02 18:01:24 +0000 2017,0,0,Pacific Time (US & Canada),0.5859,0.226,0.774,0.0,0,0,0,0,0,0,0
15944,Mon Jan 02 18:01:24 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15945,Mon Jan 02 18:01:23 +0000 2017,0,0,Atlantic Time (Canada),-0.128,0.161,0.704,0.136,1,0,0,0,0,0,0
15946,Mon Jan 02 18:01:20 +0000 2017,0,0,Casablanca,0.0,0.0,1.0,0.0,1,1,0,0,0,0,0
15947,Mon Jan 02 18:01:18 +0000 2017,1,0,,-0.5255,0.0,0.596,0.404,0,1,0,0,0,0,0
15948,Mon Jan 02 18:01:18 +0000 2017,2,0,Madrid,-0.3197,0.279,0.432,0.288,0,0,0,0,0,0,0
15949,Mon Jan 02 18:01:17 +0000 2017,0,0,,0.0772,0.091,0.909,0.0,0,0,0,0,0,0,0
15950,Mon Jan 02 18:01:16 +0000 2017,0,0,,0.0772,0.091,0.909,0.0,0,0,0,0,0,0,0
15951,Mon Jan 02 18:01:16 +0000 2017,0,0,,0.0772,0.091,0.909,0.0,0,0,0,0,0,0,0
15952,Mon Jan 02 18:01:16 +0000 2017,80,14,Eastern Time (US & Canada),0.6908,0.261,0.739,0.0,0,0,0,0,0,0,1
15953,Mon Jan 02 18:01:16 +0000 2017,8,0,Central Time (US & Canada),0.5826,0.256,0.744,0.0,0,0,0,0,0,0,1
15954,Mon Jan 02 18:01:15 +0000 2017,0,0,,0.0772,0.091,0.909,0.0,0,0,0,0,0,0,0
15955,Mon Jan 02 18:01:15 +0000 2017,0,0,,0.0772,0.091,0.909,0.0,0,0,0,0,0,0,0
15956,Mon Jan 02 18:01:15 +0000 2017,0,0,,0.0772,0.091,0.909,0.0,0,0,0,0,0,0,0
15957,Mon Jan 02 18:01:15 +0000 2017,0,0,,0.0772,0.091,0.909,0.0,0,0,0,0,0,0,0
15958,Mon Jan 02 18:01:15 +0000 2017,2,1,Quito,-0.5859,0.0,0.714,0.286,0,0,0,0,0,0,0
15959,Mon Jan 02 18:01:14 +0000 2017,2,0,Eastern Time (US & Canada),0.4019,0.213,0.787,0.0,0,0,0,0,0,0,0
15960,Mon Jan 02 18:01:14 +0000 2017,0,0,Pacific Time (US & Canada),0.0772,0.091,0.909,0.0,0,0,0,0,0,0,0
15961,Mon Jan 02 18:01:14 +0000 2017,20,8,London,-0.296,0.057,0.833,0.11,0,0,0,0,1,0,1
15962,Mon Jan 02 18:01:14 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15963,Mon Jan 02 18:01:13 +0000 2017,19,14,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
15964,Mon Jan 02 18:01:13 +0000 2017,3,0,,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0
15965,Mon Jan 02 18:01:11 +0000 2017,3,2,Amsterdam,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15966,Mon Jan 02 18:01:11 +0000 2017,0,0,,0.0772,0.091,0.909,0.0,0,0,0,0,0,0,0
15967,Mon Jan 02 18:01:10 +0000 2017,8,0,Eastern Time (US & Canada),0.2732,0.149,0.851,0.0,0,0,0,0,0,0,1
15968,Mon Jan 02 18:01:10 +0000 2017,0,0,Atlantic Time (Canada),-0.34,0.0,0.862,0.138,0,0,0,0,0,0,0
15969,Mon Jan 02 18:01:10 +0000 2017,15,3,Eastern Time (US & Canada),0.4574,0.15,0.85,0.0,0,0,1,0,0,0,1
15970,Mon Jan 02 18:01:09 +0000 2017,1,0,,0.2681,0.159,0.731,0.11,0,0,0,0,0,0,0
15971,Mon Jan 02 18:01:09 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15972,Mon Jan 02 18:01:08 +0000 2017,2,0,Eastern Time (US & Canada),0.5267,0.206,0.794,0.0,0,0,0,0,1,0,0
15973,Mon Jan 02 18:01:05 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.155,0.69,0.155,0,0,0,0,0,0,0
15974,Mon Jan 02 18:01:03 +0000 2017,0,0,Central Time (US & Canada),0.4574,0.158,0.842,0.0,0,0,0,0,0,0,0
15975,Mon Jan 02 18:00:59 +0000 2017,5,0,Eastern Time (US & Canada),0.2006,0.111,0.817,0.072,0,0,0,0,0,0,1
15976,Mon Jan 02 18:00:59 +0000 2017,1,0,Amsterdam,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15977,Mon Jan 02 18:00:59 +0000 2017,3,0,Amsterdam,-0.296,0.205,0.421,0.374,1,0,0,0,0,0,0
15978,Mon Jan 02 18:00:58 +0000 2017,3,0,Pacific Time (US & Canada),-0.5423,0.0,0.696,0.304,0,0,0,0,0,0,0
15979,Mon Jan 02 18:00:56 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15980,Mon Jan 02 18:00:54 +0000 2017,0,0,Arizona,0.7644,0.397,0.603,0.0,0,0,0,0,0,0,0
15981,Mon Jan 02 18:00:47 +0000 2017,1,0,Hawaii,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15982,Mon Jan 02 18:00:46 +0000 2017,2,1,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15983,Mon Jan 02 18:00:45 +0000 2017,3,1,Eastern Time (US & Canada),0.0762,0.105,0.895,0.0,1,0,0,0,0,0,0
15984,Mon Jan 02 18:00:44 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15985,Mon Jan 02 18:00:43 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
15986,Mon Jan 02 18:00:42 +0000 2017,4,1,Pacific Time (US & Canada),-0.2732,0.0,0.861,0.139,0,0,0,0,0,0,0
15987,Mon Jan 02 18:00:38 +0000 2017,1,1,Mountain Time (US & Canada),0.0,0.0,1.0,0.0,1,0,0,0,0,0,0
15988,Mon Jan 02 18:00:38 +0000 2017,8,1,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
15989,Mon Jan 02 18:00:34 +0000 2017,13,4,Eastern Time (US & Canada),0.6249,0.272,0.728,0.0,0,0,0,0,0,0,1
15990,Mon Jan 02 18:00:34 +0000 2017,209,15,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
15991,Mon Jan 02 18:00:33 +0000 2017,0,0,Quito,0.4019,0.144,0.856,0.0,0,0,1,0,0,0,0
15992,Mon Jan 02 18:00:31 +0000 2017,24,2,,-0.0258,0.053,0.891,0.057,0,0,0,0,0,0,1
15993,Mon Jan 02 18:00:29 +0000 2017,0,0,Eastern Time (US & Canada),0.4574,0.136,0.864,0.0,1,0,0,0,0,0,0
15994,Mon Jan 02 18:00:27 +0000 2017,0,0,Mountain Time (US & Canada),-0.4738,0.087,0.736,0.177,0,0,0,0,0,0,0
15995,Mon Jan 02 18:00:24 +0000 2017,4,0,Central Time (US & Canada),-0.0223,0.14,0.717,0.143,0,0,0,0,0,0,0
15996,Mon Jan 02 18:00:19 +0000 2017,3,0,Eastern Time (US & Canada),-0.2732,0.0,0.861,0.139,0,0,0,0,0,0,0
15997,Mon Jan 02 18:00:15 +0000 2017,0,0,,-0.3382,0.0,0.87,0.13,0,0,0,0,0,0,0
15998,Mon Jan 02 18:00:13 +0000 2017,0,0,London,0.6249,0.506,0.494,0.0,0,0,0,0,0,0,0
15999,Mon Jan 02 18:00:10 +0000 2017,0,0,Eastern Time (US & Canada),-0.2263,0.0,0.872,0.128,0,0,0,0,0,0,0
16000,Mon Jan 02 18:00:10 +0000 2017,0,0,,-0.4588,0.0,0.875,0.125,0,0,0,0,0,0,0
16001,Mon Jan 02 18:00:09 +0000 2017,3,2,Pacific Time (US & Canada),0.8499,0.316,0.684,0.0,0,0,0,0,1,0,0
16002,Mon Jan 02 18:00:09 +0000 2017,0,0,Tijuana,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
16003,Mon Jan 02 18:00:09 +0000 2017,7,0,,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1
16004,Mon Jan 02 18:00:09 +0000 2017,8,0,,0.4404,0.146,0.854,0.0,0,0,0,0,0,0,1
16005,Mon Jan 02 18:00:08 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
16006,Mon Jan 02 18:00:07 +0000 2017,0,0,London,0.4404,0.162,0.838,0.0,0,1,0,0,0,0,0
16007,Mon Jan 02 18:00:07 +0000 2017,0,0,Pacific Time (US & Canada),-0.4019,0.0,0.787,0.213,1,0,0,0,0,0,0
16008,Mon Jan 02 18:00:05 +0000 2017,0,0,Pacific Time (US & Canada),0.7525,0.243,0.757,0.0,0,0,0,0,0,0,0
16009,Mon Jan 02 18:00:04 +0000 2017,0,0,London,0.0,0.0,1.0,0.0,1,0,0,1,0,0,0
16010,Mon Jan 02 18:00:04 +0000 2017,0,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
16011,Mon Jan 02 18:00:03 +0000 2017,1,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,1,0,0,0,0,0,0
16012,Mon Jan 02 18:00:03 +0000 2017,0,1,Eastern Time (US & Canada),-0.296,0.0,0.896,0.104,0,0,0,0,0,0,0
16013,Mon Jan 02 18:00:03 +0000 2017,1,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
16014,Mon Jan 02 18:00:03 +0000 2017,19,3,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
16015,Mon Jan 02 18:00:03 +0000 2017,0,0,,0.4215,0.218,0.675,0.107,0,0,0,0,0,0,0
16016,Mon Jan 02 18:00:02 +0000 2017,1,1,,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
16017,Mon Jan 02 18:00:02 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
16018,Mon Jan 02 17:59:57 +0000 2017,2,0,Eastern Time (US & Canada),0.4019,0.153,0.847,0.0,0,0,0,0,0,0,0
16019,Mon Jan 02 17:59:56 +0000 2017,0,0,Karachi,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
16020,Mon Jan 02 17:59:55 +0000 2017,1,0,Arizona,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
16021,Mon Jan 02 17:59:54 +0000 2017,1,0,Quito,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
16022,Mon Jan 02 17:59:52 +0000 2017,5,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
16023,Mon Jan 02 17:59:50 +0000 2017,1,0,,0.5859,0.348,0.652,0.0,1,0,1,0,0,0,0
16024,Mon Jan 02 17:59:49 +0000 2017,0,0,Quito,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
16025,Mon Jan 02 17:59:49 +0000 2017,2,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0
16026,Mon Jan 02 17:59:43 +0000 2017,23,0,Central Time (US & Canada),-0.296,0.0,0.864,0.136,0,0,0,0,1,0,1
16027,Mon Jan 02 17:59:40 +0000 2017,1,0,,0.3716,0.118,0.882,0.0,1,1,0,0,0,0,0
16028,Mon Jan 02 17:59:39 +0000 2017,1,0,Pacific Time (US & Canada),-0.3252,0.0,0.837,0.163,0,0,0,0,0,0,0
16029,Mon Jan 02 17:59:38 +0000 2017,5,1,,-0.6597,0.072,0.667,0.261,1,0,0,0,0,0,1
16030,Mon Jan 02 17:59:35 +0000 2017,3,0,London,-0.5423,0.0,0.851,0.149,1,0,0,0,0,0,0
16031,Mon Jan 02 17:59:31 +0000 2017,4,0,Eastern Time (US & Canada),0.7163,0.249,0.751,0.0,0,0,0,0,0,0,0
16032,Mon Jan 02 17:59:30 +0000 2017,0,0,Central Time (US & Canada),0.0516,0.196,0.613,0.19,0,0,0,0,0,0,0
16033,Mon Jan 02 17:59:25 +0000 2017,9,17,Pacific Time (US & Canada),-0.6361,0.0,0.625,0.375,0,0,0,0,0,0,1
16034,Mon Jan 02 17:59:20 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
16035,Mon Jan 02 17:59:12 +0000 2017,1,0,,-0.4019,0.0,0.816,0.184,1,0,0,0,0,0,0
16036,Mon Jan 02 17:59:08 +0000 2017,1,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
16037,Mon Jan 02 17:59:04 +0000 2017,13,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
16038,Mon Jan 02 17:59:03 +0000 2017,0,0,Eastern Time (US & Canada),0.6249,0.203,0.797,0.0,1,0,0,0,0,0,0
16039,Mon Jan 02 17:59:01 +0000 2017,2,0,,0.2714,0.16,0.84,0.0,0,0,0,0,0,0,0
